,State,Account length,Area code,International plan,Voice mail plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
2510,53,37,510,2116,1674,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,0
2135,56,67,510,2116,1674,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,0
3264,38,77,408,217,659,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,1
489,50,15,415,2116,1674,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,0
1639,51,147,415,217,659,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0
417,44,86,408,2116,1674,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,0
1915,45,127,415,2116,659,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0
1638,44,91,510,2116,1674,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0
1691,40,88,510,2116,1674,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0
579,43,136,415,2116,1674,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0
2200,53,108,415,217,659,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1
1155,39,90,415,2116,1674,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,0
53,47,143,415,2116,1674,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0
2515,75,59,510,2116,1674,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0,0
2256,51,73,408,2116,1674,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,1
2004,33,69,415,2116,1674,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0
191,75,77,510,2116,1674,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,0
3213,51,41,510,2116,1674,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,0
2921,38,169,408,2116,1674,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0
182,25,75,510,2116,659,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0
1610,50,100,510,2116,1674,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
388,56,107,510,2116,659,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0
3130,42,110,408,2116,659,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,0
146,63,13,510,2116,659,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,0
453,50,46,415,2116,659,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,0
1284,33,69,415,2116,1674,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,0
95,50,78,415,2116,1674,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,0
2082,56,63,510,2116,659,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0
2151,60,15,510,217,1674,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,0
1633,60,177,408,2116,1674,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,0
2627,75,75,415,2116,1674,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0
2569,44,66,415,2116,1674,116.4,98,19.79,95.6,74,8.13,181.5,94,8.17,10.5,3,2.84,3,0
266,51,64,415,2116,1674,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0
2216,38,124,415,2116,1674,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0
1591,31,134,415,2116,659,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,0
1869,42,130,415,2116,1674,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,0
100,50,92,415,2116,1674,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,1
1464,60,48,415,2116,1674,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,0
812,50,70,408,2116,1674,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0
1580,63,40,510,217,1674,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0
2466,50,128,510,2116,1674,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,0
1057,43,85,510,2116,1674,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,0
2448,37,58,415,2116,1674,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,0
734,75,144,415,2116,1674,201.1,99,34.19,303.5,74,25.8,224.0,119,10.08,13.2,2,3.56,1,0
566,44,80,408,2116,659,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0
1173,50,36,408,2116,1674,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,0
720,38,38,408,2116,1674,131.2,98,22.3,162.9,97,13.85,159.0,106,7.15,8.2,6,2.21,2,0
780,42,91,510,2116,1674,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0
2932,40,156,408,2116,1674,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0
2113,37,89,415,2116,659,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0
1404,40,205,510,2116,659,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0
99,40,126,415,2116,659,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,0
265,56,56,510,2116,1674,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
219,60,161,415,2116,1674,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,0
2440,43,129,408,2116,1674,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0
1056,43,117,510,2116,1674,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,0
2948,75,36,408,2116,1674,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0
1493,50,124,415,2116,1674,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,0
421,43,68,408,2116,1674,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,0
747,39,104,408,2116,1674,278.4,106,47.33,81.0,113,6.89,163.2,137,7.34,9.8,5,2.65,1,0
1122,38,133,408,217,659,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,1
1304,51,61,510,217,659,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,0
1921,41,148,415,2116,659,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0
3089,47,103,510,2116,659,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,1
3162,43,73,408,2116,1674,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,0
2263,37,86,415,2116,659,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,0
321,42,106,408,2116,1674,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0
706,60,59,408,2116,659,120.9,97,20.55,213.0,92,18.11,163.1,116,7.34,8.5,5,2.3,2,0
2803,51,69,415,2116,1674,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0
3007,42,148,415,2116,1674,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,1
1881,25,103,415,2116,659,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1
939,45,99,510,2116,1674,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0
638,45,88,408,2116,1674,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,0
1910,44,105,415,2116,659,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0
2984,50,107,415,2116,1674,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0
1847,43,89,408,2116,1674,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0
1968,37,68,510,2116,1674,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0
1651,63,62,510,2116,659,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,1
997,34,21,415,2116,1674,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0
35,51,208,510,2116,1674,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1
2058,47,42,408,217,1674,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,0
743,41,82,510,2116,1674,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,1,0
401,37,105,415,2116,1674,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1
1829,51,75,415,2116,1674,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,0
1700,39,124,415,2116,1674,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0
1583,52,66,408,2116,659,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,0
958,44,37,408,217,659,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,0
2671,52,76,408,2116,1674,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0
554,75,104,415,2116,1674,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0
2492,37,86,408,2116,659,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,0
789,53,83,408,217,1674,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0
808,38,179,408,2116,1674,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0
3034,50,137,415,2116,659,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0
1424,42,144,415,217,1674,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0
3300,50,116,408,2116,1674,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,0
5,39,36,408,2116,659,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,0
2027,51,70,510,2116,1674,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0
2970,25,75,415,2116,659,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0
522,41,102,415,2116,1674,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,0
2183,34,65,510,2116,1674,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0
3041,75,62,408,2116,1674,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0
2614,43,183,415,2116,659,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0
1562,51,19,510,2116,659,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0
2646,60,137,510,2116,1674,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0
1540,47,135,510,2116,659,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
2629,63,40,510,2116,1674,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6,1
2264,51,82,415,2116,1674,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,0
2409,42,41,510,2116,1674,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0
2003,39,115,510,2116,1674,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0
1025,42,99,408,2116,1674,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,0
1848,60,64,408,2116,1674,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0
1237,75,82,408,2116,1674,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,0
751,52,135,415,2116,1674,151.7,82,25.79,119.0,105,10.12,180.0,100,8.1,10.5,6,2.84,0,0
251,39,29,415,2116,1674,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
2459,45,41,408,2116,1674,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,0
2006,63,98,415,2116,1674,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0
592,55,182,415,2116,659,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,0
3231,40,30,415,2116,1674,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,0
1676,34,107,415,2116,659,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0
3052,47,147,415,2116,659,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1
555,60,160,408,2116,1674,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0
58,50,96,415,2116,659,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1
2686,52,138,415,2116,1674,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,0
469,43,131,408,2116,1674,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0
410,40,66,510,2116,1674,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,0
1012,40,163,415,2116,1674,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,0
2628,56,83,415,2116,1674,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2,0
547,51,130,408,2116,1674,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0
3203,53,81,415,2116,1674,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,0
3022,39,71,510,2116,1674,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0
544,39,90,415,2116,659,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0
2563,50,101,415,217,1674,133.5,51,22.7,219.6,96,18.67,210.0,74,9.45,11.7,4,3.16,1,0
2757,43,97,510,2116,1674,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1
1321,40,120,510,2116,1674,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0
42,51,215,510,2116,1674,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0
2734,52,102,510,217,1674,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,0
615,47,100,415,2116,1674,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,1
320,40,75,408,2116,1674,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0
2604,37,177,408,2116,1674,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0
3048,75,177,408,2116,1674,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,0
931,31,76,510,2116,1674,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0
2347,39,74,408,2116,1674,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1
1893,51,107,510,2116,659,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0
2738,75,124,415,2116,1674,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1
1310,51,83,510,2116,1674,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0
414,45,159,415,2116,659,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0
2023,42,96,408,2116,1674,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0
2186,47,72,415,2116,1674,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0
464,40,132,415,2116,1674,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1
1178,57,74,408,2116,1674,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,0
222,33,134,408,2116,1674,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,0
13,52,128,510,2116,659,179.3,104,30.48,225.9,86,19.2,323.0,78,14.54,8.6,7,2.32,0,0
2923,75,70,415,2116,1674,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0
2033,52,105,415,2116,1674,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0
116,56,117,408,2116,659,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1,0
912,44,112,510,2116,1674,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0
2974,50,115,408,2116,1674,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,0
2453,42,120,415,2116,1674,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0
654,60,120,510,2116,659,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0.0,0,0.0,1,0
936,43,108,510,2116,1674,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0
180,50,120,415,2116,659,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0
595,44,76,415,2116,1674,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0
2712,39,73,408,2116,1674,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,0
2010,52,99,415,2116,1674,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1
2234,45,49,415,217,1674,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1
2470,39,56,415,2116,659,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,0
1539,50,52,415,2116,1674,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0
1299,39,134,408,2116,1674,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,0
1440,43,93,408,2116,659,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1
2947,37,99,415,2116,1674,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0
1652,36,98,415,2116,1674,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,0
1041,42,71,415,217,1674,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,1
535,56,74,408,2116,1674,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0
2383,44,79,415,2116,1674,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0
793,37,96,415,2116,1674,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0
2527,53,4,510,217,1674,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0
1332,60,67,415,217,1674,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0
2105,40,116,408,2116,1674,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,0
1563,44,46,408,2116,1674,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0
2735,31,64,415,2116,659,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0
3226,56,103,415,2116,1674,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,1
1769,45,104,408,2116,1674,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,0
2153,60,99,415,2116,1674,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0
2427,51,123,408,2116,1674,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0
1536,56,116,415,2116,659,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0
2384,57,164,415,2116,1674,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0
973,43,79,408,2116,1674,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0
106,44,150,415,2116,659,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,1,1.78,0,0
1911,38,73,415,2116,659,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0
471,51,135,415,2116,1674,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0
1082,52,96,510,2116,1674,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,0
3315,45,181,408,2116,1674,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0
2433,75,121,510,2116,1674,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0
1070,51,109,415,217,659,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,0
831,63,53,415,2116,659,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0
1782,51,29,415,217,659,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,0
821,39,51,408,2116,1674,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0
1886,40,118,408,217,659,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,1
460,51,127,510,217,1674,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,0
691,50,20,415,2116,1674,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,0
1288,40,137,510,2116,1674,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,0
2439,63,166,408,2116,1674,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,0
1117,56,99,415,2116,1674,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,0
2911,52,78,415,2116,1674,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0
2908,31,79,415,2116,659,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0
354,56,138,415,217,659,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0
2538,43,109,510,2116,659,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,0
2773,53,116,510,217,659,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0
982,50,99,415,2116,1674,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0
964,38,112,415,2116,1674,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0
126,40,105,408,2116,659,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,0
2848,44,46,408,2116,1674,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,0
702,53,135,408,217,659,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,1
2249,53,84,510,2116,1674,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,0
2640,45,118,510,2116,1674,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0,0
2353,56,114,408,2116,659,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0
135,40,65,408,2116,659,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,0
2483,42,85,408,2116,659,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,0
2794,45,116,408,2116,1674,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1
2807,31,197,415,2116,1674,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0
377,39,83,415,2116,1674,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0
393,39,131,415,2116,1674,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0
17,44,108,415,2116,1674,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,0
283,36,114,510,2116,1674,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,0
310,44,112,415,2116,1674,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,0
3323,43,122,510,217,1674,140.0,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,1
1167,52,97,415,2116,1674,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,0
1215,75,121,415,2116,1674,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0
2766,38,69,415,2116,659,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0
1644,63,122,415,2116,1674,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,0
3173,37,96,415,2116,659,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,0
1358,37,132,415,2116,659,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0
866,50,36,415,2116,1674,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0
2150,50,69,408,2116,1674,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,0
3305,38,73,408,2116,1674,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,0
806,45,94,408,2116,659,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0
2964,63,90,408,2116,1674,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0
2624,45,1,408,2116,1674,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0,0
